"File","Line","Before","After","Pattern"
"src\components\admin\AdminSecurityPanel.tsx","185","<div className=""text-center py-8 text-red-600"">","<div className=""text-center py-8 text-destructive"">","text-red-600 -> text-destructive"
"src\components\admin\EnrollmentAnalyticsPanel.tsx","236","<div className=""text-3xl font-bold text-green-600"">{churchData.length}</div>","<div className=""text-3xl font-bold text-primary"">{churchData.length}</div>","text-green-600 -> text-primary"
"src\components\admin\FeedbackQuestionsManager.tsx","323","boolean: 'bg-green-100 text-green-800',","boolean: 'bg-primary/10 text-green-800',","bg-green-100 -> bg-primary/10"
"src\components\admin\FeedbackQuestionsManager.tsx","324","textarea: 'bg-gray-100 text-gray-800',","textarea: 'bg-muted text-gray-800',","bg-gray-100 -> bg-muted"
"src\components\admin\FeedbackQuestionsManager.tsx","324","textarea: 'bg-muted text-gray-800',","textarea: 'bg-muted text-foreground',","text-gray-800 -> text-foreground"
"src\components\admin\GuardrailViolationsPanel.tsx","191","<div className=""text-3xl font-bold text-green-600"">{summary.length}</div>","<div className=""text-3xl font-bold text-primary"">{summary.length}</div>","text-green-600 -> text-primary"
"src\components\admin\GuardrailViolationsPanel.tsx","198","<CheckCircle className=""h-12 w-12 mx-auto mb-3 text-green-500"" />","<CheckCircle className=""h-12 w-12 mx-auto mb-3 text-primary"" />","text-green-500 -> text-primary"
"src\components\admin\GuardrailViolationsPanel.tsx","268","<Badge variant=""secondary"" className=""bg-green-100 text-green-800"">","<Badge variant=""secondary"" className=""bg-primary/10 text-green-800"">","bg-green-100 -> bg-primary/10"
"src\components\admin\OrganizationManagement.tsx","322","return <Badge className=""bg-green-500"">Approved</Badge>;","return <Badge className=""bg-primary"">Approved</Badge>;","bg-green-500 -> bg-primary"
"src\components\admin\OrganizationManagement.tsx","542","className=""text-green-600""","className=""text-primary""","text-green-600 -> text-primary"
"src\components\admin\OrganizationManagement.tsx","550","className=""text-red-600""","className=""text-destructive""","text-red-600 -> text-destructive"
"src\components\admin\SystemAnalyticsDashboard.tsx","574","<TrendingUp className=""h-6 w-6 mx-auto mb-2 text-green-600"" />","<TrendingUp className=""h-6 w-6 mx-auto mb-2 text-primary"" />","text-green-600 -> text-primary"
"src\components\admin\SystemAnalyticsDashboard.tsx","667","<Badge variant=""secondary"" className=""bg-green-100 text-green-800"">","<Badge variant=""secondary"" className=""bg-primary/10 text-green-800"">","bg-green-100 -> bg-primary/10"
"src\components\admin\SystemAnalyticsDashboard.tsx","796","? 'text-red-600'","? 'text-destructive'","text-red-600 -> text-destructive"
"src\components\admin\SystemAnalyticsDashboard.tsx","799",": 'text-green-600'",": 'text-primary'","text-green-600 -> text-primary"
"src\components\admin\SystemAnalyticsDashboard.tsx","829","apiUsage.rateLimitHitsTotal > 0 ? 'text-red-600' : 'text-green-600'","apiUsage.rateLimitHitsTotal > 0 ? 'text-red-600' : 'text-primary'","text-green-600 -> text-primary"
"src\components\admin\SystemAnalyticsDashboard.tsx","829","apiUsage.rateLimitHitsTotal > 0 ? 'text-red-600' : 'text-primary'","apiUsage.rateLimitHitsTotal > 0 ? 'text-destructive' : 'text-primary'","text-red-600 -> text-destructive"
"src\components\admin\SystemAnalyticsDashboard.tsx","834","<p className=""text-[10px] text-red-600 mt-1"">","<p className=""text-[10px] text-destructive mt-1"">","text-red-600 -> text-destructive"
"src\components\admin\SystemAnalyticsDashboard.tsx","873","<CheckCircle className=""h-6 w-6 mx-auto mb-2 text-green-600"" />","<CheckCircle className=""h-6 w-6 mx-auto mb-2 text-primary"" />","text-green-600 -> text-primary"
"src\components\admin\SystemAnalyticsDashboard.tsx","987","<AlertOctagon className=""h-3 w-3 text-red-600"" title=""Rate limited"" />","<AlertOctagon className=""h-3 w-3 text-destructive"" title=""Rate limited"" />","text-red-600 -> text-destructive"
"src\components\analytics\BetaAnalyticsDashboard.tsx","523","const npsColor = nps >= 9 ? 'bg-green-100 text-green-800'","const npsColor = nps >= 9 ? 'bg-primary/10 text-green-800'","bg-green-100 -> bg-primary/10"
"src\components\analytics\BetaAnalyticsDashboard.tsx","529","'very-easy': 'bg-green-100 text-green-800',","'very-easy': 'bg-primary/10 text-green-800',","bg-green-100 -> bg-primary/10"
"src\components\analytics\BetaAnalyticsDashboard.tsx","538","'excellent': 'bg-green-100 text-green-800',","'excellent': 'bg-primary/10 text-green-800',","bg-green-100 -> bg-primary/10"
"src\components\analytics\BetaAnalyticsDashboard.tsx","602","<div className=""bg-green-50 border border-green-200 rounded-lg p-3 text-center"">","<div className=""bg-primary/5 border border-green-200 rounded-lg p-3 text-center"">","bg-green-50 -> bg-primary/5"
"src\components\analytics\BetaAnalyticsDashboard.tsx","602","<div className=""bg-primary/5 border border-green-200 rounded-lg p-3 text-center"">","<div className=""bg-primary/5 border border-primary/30 rounded-lg p-3 text-center"">","border-green-200 -> border-primary/30"
"src\components\analytics\BetaAnalyticsDashboard.tsx","603","<div className=""text-2xl font-bold text-green-700"">{trialStats.active_trials}</div>","<div className=""text-2xl font-bold text-primary"">{trialStats.active_trials}</div>","text-green-700 -> text-primary"
"src\components\analytics\BetaAnalyticsDashboard.tsx","604","<div className=""text-xs text-green-600"">{TRIAL_UI.activeTrialsLabel}</div>","<div className=""text-xs text-primary"">{TRIAL_UI.activeTrialsLabel}</div>","text-green-600 -> text-primary"
"src\components\analytics\BetaAnalyticsDashboard.tsx","610","<div className=""bg-slate-50 border border-slate-200 rounded-lg p-3 text-center"">","<div className=""bg-muted/50 border border-slate-200 rounded-lg p-3 text-center"">","bg-slate-50 -> bg-muted/50"
"src\components\analytics\BetaAnalyticsDashboard.tsx","610","<div className=""bg-muted/50 border border-slate-200 rounded-lg p-3 text-center"">","<div className=""bg-muted/50 border border-border rounded-lg p-3 text-center"">","border-slate-200 -> border-border"
"src\components\analytics\BetaAnalyticsDashboard.tsx","611","<div className=""text-2xl font-bold text-slate-700"">{trialStats.no_trial}</div>","<div className=""text-2xl font-bold text-foreground"">{trialStats.no_trial}</div>","text-slate-700 -> text-foreground"
"src\components\analytics\BetaAnalyticsDashboard.tsx","612","<div className=""text-xs text-slate-600"">{TRIAL_UI.noTrialLabel}</div>","<div className=""text-xs text-muted-foreground"">{TRIAL_UI.noTrialLabel}</div>","text-slate-600 -> text-muted-foreground"
"src\components\analytics\BetaAnalyticsDashboard.tsx","614","<div className=""bg-blue-50 border border-blue-200 rounded-lg p-3 text-center"">","<div className=""bg-blue-50 border border-accent/50 rounded-lg p-3 text-center"">","border-blue-200 -> border-accent/50"
"src\components\analytics\BetaAnalyticsDashboard.tsx","626","className=""bg-green-600 hover:bg-green-700""","className=""bg-green-600 hover:bg-primary""","bg-green-700 -> bg-primary"
"src\components\analytics\BetaAnalyticsDashboard.tsx","626","className=""bg-green-600 hover:bg-primary""","className=""bg-primary hover:bg-primary""","bg-green-600 -> bg-primary"
"src\components\analytics\BetaAnalyticsDashboard.tsx","945","<Gift className=""h-5 w-5 text-green-600"" />","<Gift className=""h-5 w-5 text-primary"" />","text-green-600 -> text-primary"
"src\components\analytics\BetaAnalyticsDashboard.tsx","994","<div className=""bg-slate-50 rounded-lg p-3 space-y-1"">","<div className=""bg-muted/50 rounded-lg p-3 space-y-1"">","bg-slate-50 -> bg-muted/50"
"src\components\analytics\BetaAnalyticsDashboard.tsx","1021","className=""bg-green-600 hover:bg-green-700""","className=""bg-green-600 hover:bg-primary""","bg-green-700 -> bg-primary"
"src\components\analytics\BetaAnalyticsDashboard.tsx","1021","className=""bg-green-600 hover:bg-primary""","className=""bg-primary hover:bg-primary""","bg-green-600 -> bg-primary"
"src\components\dashboard\BibleVersionSelector.tsx","103","<Card className=""border-2 border-green-200 bg-green-50/50"">","<Card className=""border-2 border-green-200 bg-primary/5/50"">","bg-green-50 -> bg-primary/5"
"src\components\dashboard\BibleVersionSelector.tsx","103","<Card className=""border-2 border-green-200 bg-primary/5/50"">","<Card className=""border-2 border-primary/30 bg-primary/5/50"">","border-green-200 -> border-primary/30"
"src\components\dashboard\BibleVersionSelector.tsx","106","<BookOpen className=""h-5 w-5 text-green-700"" />","<BookOpen className=""h-5 w-5 text-primary"" />","text-green-700 -> text-primary"
"src\components\dashboard\BibleVersionSelector.tsx","111","<CardDescription className=""text-xs text-green-700"">","<CardDescription className=""text-xs text-primary"">","text-green-700 -> text-primary"
"src\components\dashboard\BibleVersionSelector.tsx","119","className=""flex items-start space-x-3 rounded-md border border-green-200 bg-white p-3 hover:border-green-400 transition-colors""","className=""flex items-start space-x-3 rounded-md border border-green-200 bg-card p-3 hover:border-green-400 transition-colors""","bg-white -> bg-card"
"src\components\dashboard\BibleVersionSelector.tsx","119","className=""flex items-start space-x-3 rounded-md border border-green-200 bg-card p-3 hover:border-green-400 transition-colors""","className=""flex items-start space-x-3 rounded-md border border-green-200 bg-card p-3 hover:border-primary/70 transition-colors""","border-green-400 -> border-primary/70"
"src\components\dashboard\BibleVersionSelector.tsx","119","className=""flex items-start space-x-3 rounded-md border border-green-200 bg-card p-3 hover:border-primary/70 transition-colors""","className=""flex items-start space-x-3 rounded-md border border-primary/30 bg-card p-3 hover:border-primary/70 transition-colors""","border-green-200 -> border-primary/30"
"src\components\dashboard\BibleVersionSelector.tsx","139","<Card className=""border-2 border-blue-200 bg-blue-50/50"">","<Card className=""border-2 border-accent/50 bg-blue-50/50"">","border-blue-200 -> border-accent/50"
"src\components\dashboard\BibleVersionSelector.tsx","155","className=""flex items-start space-x-3 rounded-md border border-blue-200 bg-white p-3 hover:border-blue-400 transition-colors""","className=""flex items-start space-x-3 rounded-md border border-blue-200 bg-card p-3 hover:border-blue-400 transition-colors""","bg-white -> bg-card"
"src\components\dashboard\BibleVersionSelector.tsx","155","className=""flex items-start space-x-3 rounded-md border border-blue-200 bg-card p-3 hover:border-blue-400 transition-colors""","className=""flex items-start space-x-3 rounded-md border border-blue-200 bg-card p-3 hover:border-accent transition-colors""","border-blue-400 -> border-accent"
"src\components\dashboard\BibleVersionSelector.tsx","155","className=""flex items-start space-x-3 rounded-md border border-blue-200 bg-card p-3 hover:border-accent transition-colors""","className=""flex items-start space-x-3 rounded-md border border-accent/50 bg-card p-3 hover:border-accent transition-colors""","border-blue-200 -> border-accent/50"
"src\components\dashboard\BibleVersionSelector.tsx","199","<BookOpen className=""h-5 w-5 text-green-700"" />","<BookOpen className=""h-5 w-5 text-primary"" />","text-green-700 -> text-primary"
"src\components\dashboard\BibleVersionSelector.tsx","207","<div className=""bg-green-50 border border-green-200 rounded-md p-3"">","<div className=""bg-primary/5 border border-green-200 rounded-md p-3"">","bg-green-50 -> bg-primary/5"
"src\components\dashboard\BibleVersionSelector.tsx","207","<div className=""bg-primary/5 border border-green-200 rounded-md p-3"">","<div className=""bg-primary/5 border border-primary/30 rounded-md p-3"">","border-green-200 -> border-primary/30"
"src\components\dashboard\BibleVersionSelector.tsx","232","<div className=""bg-blue-50 border border-blue-200 rounded-md p-3"">","<div className=""bg-blue-50 border border-accent/50 rounded-md p-3"">","border-blue-200 -> border-accent/50"
"src\components\dashboard\DevotionalLibrary.tsx","63","children: ""bg-blue-100 text-blue-800 border-blue-200"",","children: ""bg-blue-100 text-blue-800 border-accent/50"",","border-blue-200 -> border-accent/50"
"src\components\dashboard\DevotionalLibrary.tsx","65","adult: ""bg-green-100 text-green-800 border-green-200"",","adult: ""bg-primary/10 text-green-800 border-green-200"",","bg-green-100 -> bg-primary/10"
"src\components\dashboard\DevotionalLibrary.tsx","65","adult: ""bg-primary/10 text-green-800 border-green-200"",","adult: ""bg-primary/10 text-green-800 border-primary/30"",","border-green-200 -> border-primary/30"
"src\components\dashboard\DevotionalLibrary.tsx","326","{copied ? <CheckCircle className=""h-4 w-4 mr-1.5 text-green-600"" /> : <Copy className=""h-4 w-4 mr-1.5"" />}","{copied ? <CheckCircle className=""h-4 w-4 mr-1.5 text-primary"" /> : <Copy className=""h-4 w-4 mr-1.5"" />}","text-green-600 -> text-primary"
"src\components\dashboard\EnhanceLessonForm.tsx","81","? ""bg-green-600 text-white border-green-700""","? ""bg-primary text-white border-green-700""","bg-green-600 -> bg-primary"
"src\components\dashboard\EnhanceLessonForm.tsx","81","? ""bg-primary text-white border-green-700""","? ""bg-primary text-white border-primary""","border-green-700 -> border-primary"
"src\components\dashboard\EnhanceLessonForm.tsx","155","<span className=""text-green-600 text-sm font-medium"">??? Done</span>","<span className=""text-primary text-sm font-medium"">??? Done</span>","text-green-600 -> text-primary"
"src\components\dashboard\EnhanceLessonForm.tsx","164","<CardTitle className=""text-lg text-slate-800"">{title}</CardTitle>","<CardTitle className=""text-lg text-foreground"">{title}</CardTitle>","text-slate-800 -> text-foreground"
"src\components\dashboard\EnhanceLessonForm.tsx","900","<h1 className=""text-2xl font-bold text-slate-800 flex flex-wrap items-center gap-x-2 gap-y-1"">","<h1 className=""text-2xl font-bold text-foreground flex flex-wrap items-center gap-x-2 gap-y-1"">","text-slate-800 -> text-foreground"
"src\components\dashboard\EnhanceLessonForm.tsx","904","<p className=""text-slate-600 mt-1"">","<p className=""text-muted-foreground mt-1"">","text-slate-600 -> text-muted-foreground"
"src\components\dashboard\EnhanceLessonForm.tsx","917","<h3 className=""font-semibold text-slate-800"">Welcome! Create your first lesson in 3 simple steps.</h3>","<h3 className=""font-semibold text-foreground"">Welcome! Create your first lesson in 3 simple steps.</h3>","text-slate-800 -> text-foreground"
"src\components\dashboard\EnhanceLessonForm.tsx","918","<p className=""text-sm text-slate-600 mt-1"">Estimated time: 3 minutes</p>","<p className=""text-sm text-muted-foreground mt-1"">Estimated time: 3 minutes</p>","text-slate-600 -> text-muted-foreground"
"src\components\dashboard\EnhanceLessonForm.tsx","1034","<div className=""text-sm text-green-600"">","<div className=""text-sm text-primary"">","text-green-600 -> text-primary"
"src\components\dashboard\EnhanceLessonForm.tsx","1055","<span className=""text-sm text-green-600"">","<span className=""text-sm text-primary"">","text-green-600 -> text-primary"
"src\components\dashboard\EnhanceLessonForm.tsx","1244","<span className=""ml-2 text-xs text-green-600"">??? Direct quotes</span>","<span className=""ml-2 text-xs text-primary"">??? Direct quotes</span>","text-green-600 -> text-primary"
"src\components\dashboard\EnhanceLessonForm.tsx","1336","<CardTitle className=""text-lg text-slate-800"">","<CardTitle className=""text-lg text-foreground"">","text-slate-800 -> text-foreground"
"src\components\dashboard\EnhanceLessonForm.tsx","1573","<span className=""text-sm font-medium text-slate-700"">Preview Mode:</span>","<span className=""text-sm font-medium text-foreground"">Preview Mode:</span>","text-slate-700 -> text-foreground"
"src\components\dashboard\EnhanceLessonForm.tsx","1582",": ""bg-white text-slate-600 hover:bg-primary/10""",": ""bg-card text-slate-600 hover:bg-primary/10""","bg-white -> bg-card"
"src\components\dashboard\EnhanceLessonForm.tsx","1582",": ""bg-card text-slate-600 hover:bg-primary/10""",": ""bg-card text-muted-foreground hover:bg-primary/10""","text-slate-600 -> text-muted-foreground"
"src\components\dashboard\EnhanceLessonForm.tsx","1592","? ""bg-amber-500 text-white""","? ""bg-secondary text-white""","bg-amber-500 -> bg-secondary"
"src\components\dashboard\EnhanceLessonForm.tsx","1593",": ""bg-white text-slate-600 hover:bg-amber-50""",": ""bg-card text-slate-600 hover:bg-amber-50""","bg-white -> bg-card"
"src\components\dashboard\EnhanceLessonForm.tsx","1593",": ""bg-card text-slate-600 hover:bg-amber-50""",": ""bg-card text-muted-foreground hover:bg-amber-50""","text-slate-600 -> text-muted-foreground"
"src\components\dashboard\EnhanceLessonForm.tsx","1626","<div className=""mb-3 p-2.5 bg-slate-100 border border-slate-300 rounded-lg opacity-60"">","<div className=""mb-3 p-2.5 bg-muted border border-slate-300 rounded-lg opacity-60"">","bg-slate-100 -> bg-muted"
"src\components\dashboard\EnhanceLessonForm.tsx","1626","<div className=""mb-3 p-2.5 bg-muted border border-slate-300 rounded-lg opacity-60"">","<div className=""mb-3 p-2.5 bg-muted border border-border rounded-lg opacity-60"">","border-slate-300 -> border-border"
"src\components\dashboard\EnhanceLessonForm.tsx","1628","<Lock className=""h-4 w-4 text-slate-500"" />","<Lock className=""h-4 w-4 text-muted-foreground"" />","text-slate-500 -> text-muted-foreground"
"src\components\dashboard\EnhanceLessonForm.tsx","1629","<span className=""text-sm font-medium text-slate-500"">","<span className=""text-sm font-medium text-muted-foreground"">","text-slate-500 -> text-muted-foreground"
"src\components\dashboard\EnhanceLessonForm.tsx","1670","<h3 className=""text-base font-bold text-slate-800 mb-2 flex items-center gap-2"">","<h3 className=""text-base font-bold text-foreground mb-2 flex items-center gap-2"">","text-slate-800 -> text-foreground"
"src\components\dashboard\EnhanceLessonForm.tsx","1676","<span className=""ml-2 text-xs bg-green-100 text-green-700 px-2 py-0.5 rounded-full"">","<span className=""ml-2 text-xs bg-primary/10 text-green-700 px-2 py-0.5 rounded-full"">","bg-green-100 -> bg-primary/10"
"src\components\dashboard\EnhanceLessonForm.tsx","1676","<span className=""ml-2 text-xs bg-primary/10 text-green-700 px-2 py-0.5 rounded-full"">","<span className=""ml-2 text-xs bg-primary/10 text-primary px-2 py-0.5 rounded-full"">","text-green-700 -> text-primary"
"src\components\dashboard\EnhanceLessonForm.tsx","1695","className=""bg-slate-50 border border-slate-200 p-4 rounded-lg""","className=""bg-muted/50 border border-slate-200 p-4 rounded-lg""","bg-slate-50 -> bg-muted/50"
"src\components\dashboard\EnhanceLessonForm.tsx","1695","className=""bg-muted/50 border border-slate-200 p-4 rounded-lg""","className=""bg-muted/50 border border-border p-4 rounded-lg""","border-slate-200 -> border-border"
"src\components\dashboard\EnhanceLessonForm.tsx","1697","<h3 className=""text-base font-medium text-slate-500 flex items-center gap-2 mb-2"">","<h3 className=""text-base font-medium text-muted-foreground flex items-center gap-2 mb-2"">","text-slate-500 -> text-muted-foreground"
"src\components\dashboard\EnhanceLessonForm.tsx","1698","<span className=""inline-flex items-center justify-center w-6 h-6 rounded-full bg-slate-400 text-white text-xs font-bold"">","<span className=""inline-flex items-center justify-center w-6 h-6 rounded-full bg-muted-foreground text-white text-xs font-bold"">","bg-slate-400 -> bg-muted-foreground"
"src\components\dashboard\EnhanceLessonForm.tsx","1701","<Lock className=""h-4 w-4 text-slate-400"" />","<Lock className=""h-4 w-4 text-muted-foreground"" />","text-slate-400 -> text-muted-foreground"
"src\components\dashboard\EnhanceLessonForm.tsx","1704","<p className=""text-sm text-slate-500 mb-2"">","<p className=""text-sm text-muted-foreground mb-2"">","text-slate-500 -> text-muted-foreground"
"src\components\dashboard\EnhanceLessonForm.tsx","1725","<h4 className=""font-semibold text-slate-800 mb-2"">","<h4 className=""font-semibold text-foreground mb-2"">","text-slate-800 -> text-foreground"
"src\components\dashboard\EnhanceLessonForm.tsx","1728","<p className=""text-sm text-slate-600 mb-4"">","<p className=""text-sm text-muted-foreground mb-4"">","text-slate-600 -> text-muted-foreground"
"src\components\dashboard\EnhanceLessonForm.tsx","1734","className=""bg-amber-500 hover:bg-amber-600 text-white"">","className=""bg-secondary hover:bg-amber-600 text-white"">","bg-amber-500 -> bg-secondary"
"src\components\dashboard\EnhanceLessonForm.tsx","1734","className=""bg-secondary hover:bg-amber-600 text-white"">","className=""bg-secondary hover:bg-secondary text-white"">","hover:bg-amber-600 -> hover:bg-secondary"
"src\components\dashboard\LessonLibrary.tsx","64","""elementary"": ""bg-blue-100 text-blue-800 border-blue-200"",","""elementary"": ""bg-blue-100 text-blue-800 border-accent/50"",","border-blue-200 -> border-accent/50"
"src\components\dashboard\LessonLibrary.tsx","69","""midlife"": ""bg-green-100 text-green-800 border-green-200"",","""midlife"": ""bg-primary/10 text-green-800 border-green-200"",","bg-green-100 -> bg-primary/10"
"src\components\dashboard\LessonLibrary.tsx","69","""midlife"": ""bg-primary/10 text-green-800 border-green-200"",","""midlife"": ""bg-primary/10 text-green-800 border-primary/30"",","border-green-200 -> border-primary/30"
"src\components\dashboard\LessonLibrary.tsx","72","""senior"": ""bg-red-100 text-red-800 border-red-200"",","""senior"": ""bg-red-100 text-red-800 border-destructive/30"",","border-red-200 -> border-destructive/30"
"src\components\dashboard\LessonLibrary.tsx","73","""mixed"": ""bg-gray-100 text-gray-800 border-gray-200"",","""mixed"": ""bg-muted text-gray-800 border-gray-200"",","bg-gray-100 -> bg-muted"
"src\components\dashboard\LessonLibrary.tsx","73","""mixed"": ""bg-muted text-gray-800 border-gray-200"",","""mixed"": ""bg-muted text-foreground border-gray-200"",","text-gray-800 -> text-foreground"
"src\components\dashboard\LessonLibrary.tsx","73","""mixed"": ""bg-muted text-foreground border-gray-200"",","""mixed"": ""bg-muted text-foreground border-border"",","border-gray-200 -> border-border"
"src\components\dashboard\LessonLibrary.tsx","81","""independent-baptist"": ""bg-blue-100 text-blue-800 border-blue-200"",","""independent-baptist"": ""bg-blue-100 text-blue-800 border-accent/50"",","border-blue-200 -> border-accent/50"
"src\components\dashboard\LessonLibrary.tsx","89","const DEFAULT_BADGE_COLOR = ""bg-gray-100 text-gray-800 border-gray-200"";","const DEFAULT_BADGE_COLOR = ""bg-muted text-gray-800 border-gray-200"";","bg-gray-100 -> bg-muted"
"src\components\dashboard\LessonLibrary.tsx","89","const DEFAULT_BADGE_COLOR = ""bg-muted text-gray-800 border-gray-200"";","const DEFAULT_BADGE_COLOR = ""bg-muted text-foreground border-gray-200"";","text-gray-800 -> text-foreground"
"src\components\dashboard\LessonLibrary.tsx","89","const DEFAULT_BADGE_COLOR = ""bg-muted text-foreground border-gray-200"";","const DEFAULT_BADGE_COLOR = ""bg-muted text-foreground border-border"";","border-gray-200 -> border-border"
"src\components\dashboard\TeacherCustomization.tsx","76","<span className=""inline-flex items-center justify-center px-4 py-1.5 rounded-full text-sm font-bold bg-sky-500 text-white shadow-md border-2 border-sky-600"">","<span className=""inline-flex items-center justify-center px-4 py-1.5 rounded-full text-sm font-bold bg-accent text-white shadow-md border-2 border-sky-600"">","bg-sky-500 -> bg-accent"
"src\components\dashboard\TeacherCustomization.tsx","76","<span className=""inline-flex items-center justify-center px-4 py-1.5 rounded-full text-sm font-bold bg-accent text-white shadow-md border-2 border-sky-600"">","<span className=""inline-flex items-center justify-center px-4 py-1.5 rounded-full text-sm font-bold bg-accent text-white shadow-md border-2 border-accent"">","border-sky-600 -> border-accent"
"src\components\dashboard\TeacherCustomization.tsx","317","<CardTitle className=""text-lg text-slate-800"">","<CardTitle className=""text-lg text-foreground"">","text-slate-800 -> text-foreground"
"src\components\dashboard\TeacherCustomization.tsx","323","<CardDescription className=""text-slate-500 text-xs mt-1"">","<CardDescription className=""text-muted-foreground text-xs mt-1"">","text-slate-500 -> text-muted-foreground"
"src\components\dashboard\TeacherCustomization.tsx","334","className=""flex items-center gap-1 text-sm text-sky-600 hover:text-sky-700 hover:underline""","className=""flex items-center gap-1 text-sm text-sky-600 hover:text-accent hover:underline""","text-sky-700 -> text-accent"
"src\components\dashboard\UsageDisplay.tsx","76","className={`h-2 ${usagePercentage >= 90 ? '[&>div]:bg-destructive' : usagePercentage >= 70 ? '[&>div]:bg-amber-500' : ''}`}","className={`h-2 ${usagePercentage >= 90 ? '[&>div]:bg-destructive' : usagePercentage >= 70 ? '[&>div]:bg-secondary' : ''}`}","bg-amber-500 -> bg-secondary"
"src\components\feedback\BetaFeedbackForm.tsx","241","<div className=""flex justify-between text-xs text-gray-500"">","<div className=""flex justify-between text-xs text-muted-foreground"">","text-gray-500 -> text-muted-foreground"
"src\components\feedback\BetaFeedbackForm.tsx","359","<h3 className=""text-lg font-semibold text-gray-900 mb-2"">","<h3 className=""text-lg font-semibold text-foreground mb-2"">","text-gray-900 -> text-foreground"
"src\components\feedback\BetaFeedbackForm.tsx","362","<p className=""text-gray-600 mb-4"">{loadError}</p>","<p className=""text-muted-foreground mb-4"">{loadError}</p>","text-gray-600 -> text-muted-foreground"
"src\components\feedback\BetaFeedbackForm.tsx","386","<CheckCircle className=""h-16 w-16 text-green-500 mb-4"" />","<CheckCircle className=""h-16 w-16 text-primary mb-4"" />","text-green-500 -> text-primary"
"src\components\feedback\BetaFeedbackForm.tsx","387","<h3 className=""text-xl font-semibold text-gray-900 mb-2"">","<h3 className=""text-xl font-semibold text-foreground mb-2"">","text-gray-900 -> text-foreground"
"src\components\feedback\BetaFeedbackForm.tsx","390","<p className=""text-gray-600 mb-6"">","<p className=""text-muted-foreground mb-6"">","text-gray-600 -> text-muted-foreground"
"src\components\help\VideoModal.tsx","66","<DialogHeader className=""px-6 py-4 border-b bg-slate-50"">","<DialogHeader className=""px-6 py-4 border-b bg-muted/50"">","bg-slate-50 -> bg-muted/50"
"src\components\help\VideoModal.tsx","73","<DialogTitle className=""text-lg font-semibold text-slate-900"">","<DialogTitle className=""text-lg font-semibold text-foreground"">","text-slate-900 -> text-foreground"
"src\components\help\VideoModal.tsx","76","<div className=""flex items-center gap-2 mt-1 text-sm text-slate-500"">","<div className=""flex items-center gap-2 mt-1 text-sm text-muted-foreground"">","text-slate-500 -> text-muted-foreground"
"src\components\help\VideoModal.tsx","95","<div className=""aspect-video bg-slate-900"">","<div className=""aspect-video bg-foreground"">","bg-slate-900 -> bg-foreground"
"src\components\help\VideoModal.tsx","106","<div className=""w-full h-full flex flex-col items-center justify-center text-slate-400"">","<div className=""w-full h-full flex flex-col items-center justify-center text-muted-foreground"">","text-slate-400 -> text-muted-foreground"
"src\components\help\VideoModal.tsx","109","<p className=""text-sm mt-2 text-slate-500 max-w-md text-center px-4"">","<p className=""text-sm mt-2 text-muted-foreground max-w-md text-center px-4"">","text-slate-500 -> text-muted-foreground"
"src\components\help\VideoModal.tsx","117","<div className=""px-6 py-4 border-t bg-slate-50 flex items-center justify-between"">","<div className=""px-6 py-4 border-t bg-muted/50 flex items-center justify-between"">","bg-slate-50 -> bg-muted/50"
"src\components\help\VideoModal.tsx","118","<p className=""text-sm text-slate-600"">","<p className=""text-sm text-muted-foreground"">","text-slate-600 -> text-muted-foreground"
"src\components\landing\PricingSection.tsx","138","<Check className=""h-5 w-5 text-green-500 flex-shrink-0"" />","<Check className=""h-5 w-5 text-primary flex-shrink-0"" />","text-green-500 -> text-primary"
"src\components\landing\PricingSection.tsx","142","<Check className=""h-5 w-5 text-green-500 flex-shrink-0"" />","<Check className=""h-5 w-5 text-primary flex-shrink-0"" />","text-green-500 -> text-primary"
"src\components\landing\PricingSection.tsx","147","<Check className=""h-5 w-5 text-green-500 flex-shrink-0"" />","<Check className=""h-5 w-5 text-primary flex-shrink-0"" />","text-green-500 -> text-primary"
"src\components\landing\PricingSection.tsx","173","<Badge className=""bg-amber-500 text-white px-4 py-1.5 rounded-b-lg text-xs sm:text-sm font-semibold shadow-md"">","<Badge className=""bg-secondary text-white px-4 py-1.5 rounded-b-lg text-xs sm:text-sm font-semibold shadow-md"">","bg-amber-500 -> bg-secondary"
"src\components\landing\PricingSection.tsx","192","<p className=""text-sm text-green-600 font-medium mb-4"">","<p className=""text-sm text-primary font-medium mb-4"">","text-green-600 -> text-primary"
"src\components\landing\PricingSection.tsx","200","<li className=""flex items-center gap-3 text-sm font-medium text-sky-700"">","<li className=""flex items-center gap-3 text-sm font-medium text-accent"">","text-sky-700 -> text-accent"
"src\components\landing\PricingSection.tsx","204","<li className=""flex items-center gap-3 text-sm font-medium text-sky-700"">","<li className=""flex items-center gap-3 text-sm font-medium text-accent"">","text-sky-700 -> text-accent"
"src\components\landing\PricingSection.tsx","210","<Check className=""h-5 w-5 text-green-500 flex-shrink-0"" />","<Check className=""h-5 w-5 text-primary flex-shrink-0"" />","text-green-500 -> text-primary"
"src\components\landing\PricingSection.tsx","215","<li key={section} className=""flex items-center gap-3 text-sm font-medium text-sky-700"">","<li key={section} className=""flex items-center gap-3 text-sm font-medium text-accent"">","text-sky-700 -> text-accent"
